"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/28/2020","MEDIUM MONTHLY 1253","MEDIUM MONTHLY   1253","5.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"4/27/2020","Panera Bread","PANERA BREAD #6  1253","8.72","debit","Fast Food","LIFEGREEN CHECKING F","",""
"4/27/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","345.96","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"4/27/2020","MOBILE DEPOSIT-AVAIL TONIGHT","MOBILE DEPOSIT-AVAIL TONIGHT","86.25","credit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"4/26/2020","Kroger","KROGER #567 NASHVILLE TN","39.67","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/25/2020","Walgreens","WALGREENS #0696 NASHVILLE TN","14.88","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/24/2020","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","10.91","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"4/24/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","345.96","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"4/23/2020","RAINS MARKET EATERY NASHVILLE TN","RAINS MARKET EATERY NASHVILLE TN","10.91","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/20/2020","Kroger","KROGER #502 NASHVILLE TN","17.78","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/20/2020","SCHWAB BROKERAGE MONEYLINK","SCHWAB BROKERAGE MONEYLINK","3000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"4/19/2020","Exxon","EXXONMOBIL NASHVILLE TN","11.27","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"4/18/2020","TST* EPICE NASHVILLE TN","TST* EPICE NASHVILLE TN","84.12","debit","Dates","DISCOVER IT CHROME CARD","",""
"4/18/2020","Chick-Fil-A","CHICK-FIL-A #04259 6155495902 TN","19.38","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"4/17/2020","Walgreens","WALGREENS #0696 NASHVILLE TN","4.87","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/17/2020","Venmo Cashout","VENMO            CASHOUT","84.50","credit","Income","LIFEGREEN CHECKING F","",""
"4/16/2020","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1559.96","credit","Paycheck","LIFEGREEN CHECKING F","",""
"4/16/2020","Cumberland 1","Cumberland on Ch WEB PMTS","43.38","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"4/15/2020","Internal Revenue Service","IRS  TREAS 310     TAX REF","1200.00","credit","Federal Tax","LIFEGREEN CHECKING F","",""
"4/14/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","169.84","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"4/14/2020","Google","GOOGLE*SERVICES  1253","55.00","debit","Internet","LIFEGREEN CHECKING F","",""
"4/13/2020","Kroger","KROGER #567 NASHVILLE TN","38.43","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/13/2020","NES POWER UTILITY","NES POWER        UTILITY","99.60","debit","Utilities","LIFEGREEN CHECKING F","",""
"4/12/2020","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","7.17","credit","Bonus","DISCOVER IT CHROME CARD","",""
"4/12/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","169.84","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"4/11/2020","Dollar General","DOLLAR GENERAL # 11750 GATLINBURG TN","8.08","debit","Dates","DISCOVER IT CHROME CARD","",""
"4/11/2020","Dollar General","DOLLAR GENERAL # 11750 GATLINBURG TN","6.59","debit","Dates","DISCOVER IT CHROME CARD","",""
"4/10/2020","Publix","PUBLIX #1418 KNOXVILLE TN","119.82","debit","Dates","DISCOVER IT CHROME CARD","",""
"4/10/2020","GUSS GOOD TIMES DELI KNOXVILLE TN","GUSS GOOD TIMES DELI KNOXVILLE TN","30.58","debit","Dates","DISCOVER IT CHROME CARD","",""
"4/10/2020","Exxon","EXXONMOBIL KODAK TN","5.04","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/10/2020","CONTACT LENS KI 1253","CONTACT LENS KI  1253","124.14","debit","Eyecare","LIFEGREEN CHECKING F","",""
"4/10/2020","INST XFER","PAYPAL           INST XFER","11.41","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"4/10/2020","Dollar Shave Club","DollarShaveClub  1253","4.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"4/08/2020","Walgreens","WALGREENS #0696 NASHVILLE TN","5.51","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/07/2020","Apple","APPLE.COM/BILL   1253","0.99","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"4/06/2020","Uber Eats","UBER   EATS      1253","24.98","debit","Restaurants","LIFEGREEN CHECKING F","",""
"4/06/2020","Home Depot","THE HOME DEPOT   1253","35.21","debit","Home Improvement","LIFEGREEN CHECKING F","",""
"4/06/2020","Spotify","Spotify USA      1253","10.94","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"4/06/2020","Uber Eats","UBER   EATS      1253","2.19","debit","Restaurants","LIFEGREEN CHECKING F","",""
"4/05/2020","BP","BP#8772717MAPCO #3420 NASHVILLE TN","5.24","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/05/2020","Kroger","KROGER #547 NASHVILLE TNCASHOVER $ 20.00 PURCHASES","43.06","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/05/2020","Cost Plus World Market","K&S WORLD MARKET #2 NASHVILLE TN","15.32","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/04/2020","Exxon","EXXONMOBIL NASHVILLE TN","23.09","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"4/04/2020","Kroger","KROGER #895 NASHVILLE TN","66.42","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/02/2020","Exxon","EXXONMOBIL NASHVILLE TN","11.27","debit","Fun","DISCOVER IT CHROME CARD","",""
"4/02/2020","ABC*QNTM FIT LI 1253","ABC*QNTM FIT LI  1253","137.48","debit","Gym","LIFEGREEN CHECKING F","",""
"4/02/2020","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1559.96","credit","Paycheck","LIFEGREEN CHECKING F","",""
"4/02/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","246.53","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"4/01/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","246.53","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"4/01/2020","Cumberland 1","Cumberland on Ch WEB PMTS","818.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"3/31/2020","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","7.10","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/31/2020","Cumberland 1","Cumberland on Ch WEB PMTS","44.18","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"3/31/2020","Nu Power Yoga LLC","NUPOWERYOGA      1253","15.00","debit","Dates","LIFEGREEN CHECKING F","",""
"3/30/2020","MEDIUM MONTHLY 1253","MEDIUM MONTHLY   1253","5.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"3/30/2020","Amazon","AMZ MARKETPLACE  1253","35.00","debit","Shopping","LIFEGREEN CHECKING F","",""
"3/28/2020","Exxon","EXXONMOBIL NASHVILLE TN","6.37","debit","Fun","DISCOVER IT CHROME CARD","",""
"3/28/2020","Whole Foods","WHOLEFDS NVL#10685 NASHVILLE TN","36.65","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/28/2020","Kroger","KROGER #567 NASHVILLE TN","59.79","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/27/2020","Venmo","VENMO            PAYMENT","40.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"3/26/2020","Webroot Software","WEBROOT SOFTWAR  1253","39.99","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"3/25/2020","DISCOVER BANK NET/MOBILE","DISCOVER BANK    NET/MOBILE","1500.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"3/23/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","143.85","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"3/23/2020","Zazzle","ZAZZLE USD       1253","54.26","debit","Dates","LIFEGREEN CHECKING F","",""
"3/22/2020","Wal-Mart","WAL-MART SC - #3717 NASHVILLE TN","19.21","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/21/2020","BP","BP#8772717MAPCO #3420 NASHVILLE TN","36.89","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/21/2020","Kroger","KROGER #567 NASHVILLE TN","42.74","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/20/2020","AMERIGO WEST END NASHVILLE TN","AMERIGO WEST END NASHVILLE TN","44.88","debit","Dates","DISCOVER IT CHROME CARD","",""
"3/20/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","143.85","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"3/19/2020","Kaplan","KAPLAN-DEARBORN  1253","100.14","debit","Education","LIFEGREEN CHECKING F","",""
"3/19/2020","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1559.95","credit","Paycheck","LIFEGREEN CHECKING F","",""
"3/16/2020","Kroger","KROGER #567 NASHVILLE TN","2.22","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/16/2020","Google","GOOGLE*SERVICES  1253","55.00","debit","Internet","LIFEGREEN CHECKING F","",""
"3/16/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","123.20","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"3/16/2020","Monty's Barber Shop","MONTYS BARBER S  1253","30.00","debit","Hair","LIFEGREEN CHECKING F","",""
"3/16/2020","Uber.com","UBER   TRIP      1253","7.89","debit","Fun","LIFEGREEN CHECKING F","",""
"3/16/2020","Uber.com","UBER   TRIP      1253","8.32","debit","Fun","LIFEGREEN CHECKING F","",""
"3/16/2020","Uber.com","UBER   TRIP      1253","11.81","debit","Fun","LIFEGREEN CHECKING F","",""
"3/15/2020","Trader Joe's","TRADER JOE'S #664 QPS NASHVILLE TN","27.12","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/15/2020","Chipotle","CHIPOTLE 1370 NASHVILLE TN","8.19","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/15/2020","Whole Foods","WHOLEFDS NVL#10685 NASHVILLE TN","7.17","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/15/2020","Kroger","KROGER #895 NASHVILLE TN","29.01","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/15/2020","Kroger","KROGER #895 NASHVILLE TN","4.91","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/14/2020","Exxon","EXXONMOBIL NASHVILLE TN","5.64","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/14/2020","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","11.57","credit","Bonus","DISCOVER IT CHROME CARD","",""
"3/14/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","123.20","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"3/12/2020","TIN ROOF NASHVILLE NASHVILLE TN","TIN ROOF NASHVILLE NASHVILLE TN","38.84","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"3/12/2020","Kroger","KROGER #502 NASHVILLE TN","20.75","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/11/2020","Chick-Fil-A","CHICK-FIL-A #03927 NASHVILLE TN","10.65","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/11/2020","Kroger","KROGER #884 NASHVILLE TN","9.92","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/11/2020","NES POWER UTILITY","NES POWER        UTILITY","86.51","debit","Utilities","LIFEGREEN CHECKING F","",""
"3/11/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","374.47","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"3/10/2020","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","3.89","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/10/2020","Kroger","KROGER #502 NASHVILLE TN","7.63","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/10/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","374.47","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"3/10/2020","Dollar Shave Club","DollarShaveClub  1253","4.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"3/10/2020","Venmo Cashout","VENMO            CASHOUT","59.00","credit","Income","LIFEGREEN CHECKING F","",""
"3/09/2020","Clyde's","HIFI CLYDES NASHVILLE NASHVILLE TN","7.56","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/09/2020","Apple","APPLE.COM/BILL   1253","0.99","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"3/09/2020","ZAGG INC 1253","ZAGG INC         1253","5.99","debit","Electronics & Software","LIFEGREEN CHECKING F","",""
"3/08/2020","Bakersfield","BAKERSFIELD NASHVILLE NASHVILLE TN","95.12","debit","Dates","DISCOVER IT CHROME CARD","",""
"3/08/2020","Kroger","KROGER #547 NASHVILLE TN","21.83","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/07/2020","Kroger Fuel","KROGER FUEL #9571 HENDERSONVILLTN","22.97","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/07/2020","Kroger","KROGER #571 HENDERSONVILLTN","8.85","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/07/2020","Kroger","KROGER #571 HENDERSONVILLTN","14.72","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/06/2020","CHILE BURRITO - NASHVILL NASHVILLE TN","CHILE BURRITO - NASHVILL NASHVILLE TN","8.85","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/06/2020","Whole Foods","WHOLEFDS NVL#10685 NASHVILLE TN","15.05","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/05/2020","Spotify","Spotify USA      1253","10.94","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"3/05/2020","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1559.96","credit","Paycheck","LIFEGREEN CHECKING F","",""
"3/04/2020","Venmo Cashout","VENMO            CASHOUT","22.00","credit","Income","LIFEGREEN CHECKING F","",""
"3/03/2020","Exxon","EXXONMOBIL NASHVILLE TN","5.64","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/03/2020","D Andrews Bakery Cafe","TST* D ANDREWS BAKERY NASHVILLE TN","3.01","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/03/2020","SCHWAB BROKERAGE MONEYLINK","SCHWAB BROKERAGE MONEYLINK","1000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"3/02/2020","Cumberland 1","Cumberland on Ch WEB PMTS","818.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"3/02/2020","ABC*QNTM FIT LI 1253","ABC*QNTM FIT LI  1253","137.48","debit","Gym","LIFEGREEN CHECKING F","",""
"2/29/2020","Exxon","EXXONMOBIL NASHVILLE TN","11.27","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/29/2020","Nissan","LEGENDS NISSAN STADIUM NASHVILLE TN","20.00","debit","Auto Payment","DISCOVER IT CHROME CARD","",""
"2/29/2020","LEGENDS HOSPITALIT NASHVILLE TN000115292150909","SQ *LEGENDS HOSPITALIT NASHVILLE TN000115292150909","21.00","debit","Doctor","DISCOVER IT CHROME CARD","",""
"2/29/2020","Kroger","KROGER #567 NASHVILLE TN","22.54","debit","Groceries","DISCOVER IT CHROME CARD","",""
"2/28/2020","Whole Foods","WHOLEFDS NVL#10685 NASHVILLE TN","30.15","debit","Groceries","DISCOVER IT CHROME CARD","",""
"2/28/2020","Monty's Barber Shop","MONTYS BARBER S  1253","25.00","debit","Hair","LIFEGREEN CHECKING F","",""
"2/28/2020","MEDIUM MONTHLY 1253","MEDIUM MONTHLY   1253","5.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"2/28/2020","HEALTHWAREHOUSE 1253","HEALTHWAREHOUSE  1253","18.00","debit","Pharmacy","LIFEGREEN CHECKING F","",""
"2/27/2020","SAM'S PLACE NASHVILLE TN","SAM'S PLACE NASHVILLE TN","15.11","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/27/2020","MOBILE DEPOSIT-AVAIL TONIGHT","MOBILE DEPOSIT-AVAIL TONIGHT","145.00","credit","Income","LIFEGREEN CHECKING F","",""
"2/26/2020","Exxon","EXXONMOBIL NASHVILLE TN","5.64","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/25/2020","Corner Pub 5th Ave","CORNER PUB 5TH AVE NASHVILLE TN","16.44","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/25/2020","DNCSS NASH ARENA CON NASHVILLE TN02535R","DNCSS NASH ARENA CON NASHVILLE TN02535R","14.95","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"2/25/2020","DNCSS NASH ARENA CON NASHVILLE TN02544R","DNCSS NASH ARENA CON NASHVILLE TN02544R","13.00","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"2/25/2020","Internal Revenue Service","IRS  TREAS 310     TAX REF","1573.00","credit","Federal Tax","LIFEGREEN CHECKING F","",""
"2/25/2020","DISCOVER BANK NET/MOBILE","DISCOVER BANK    NET/MOBILE","5000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"2/25/2020","Cumberland 1","Cumberland on Ch WEB PMTS","34.83","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"2/24/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","451.60","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"2/23/2020","Donatos Pizza","DONATOS PIZZERIA #0417 NASHVILLE TN","25.14","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"2/23/2020","Kroger","KROGER #567 NASHVILLE TN","49.45","debit","Groceries","DISCOVER IT CHROME CARD","",""
"2/22/2020","PINS MECHANICAL CO - NAS NASHVILLE TN","PINS MECHANICAL CO - NAS NASHVILLE TN","20.67","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"2/22/2020","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","8.19","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/21/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","451.60","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"2/20/2020","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","5000.00","credit","Paycheck","LIFEGREEN CHECKING F","",""
"2/20/2020","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1559.96","credit","Paycheck","LIFEGREEN CHECKING F","",""
"2/18/2020","Intuit","INTUIT *TURBOTA  1253","43.70","debit","Electronics & Software","LIFEGREEN CHECKING F","",""
"2/18/2020","Uber.com","UBER   TRIP      1253","4.51","debit","Fun","LIFEGREEN CHECKING F","",""
"2/18/2020","Uber.com","UBER   TRIP      1253","5.66","debit","Fun","LIFEGREEN CHECKING F","",""
"2/18/2020","Uber.com","UBER   TRIP      1253","10.94","debit","Fun","LIFEGREEN CHECKING F","",""
"2/18/2020","J.Crew","J. CREW RETAIL   1253","147.66","debit","Clothing","LIFEGREEN CHECKING F","",""
"2/18/2020","Accessoreyes","Accessoreyes Na  1253","73.75","debit","Eyecare","LIFEGREEN CHECKING F","",""
"2/18/2020","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","682.55","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"2/18/2020","Uber.com","UBER   TRIP      1253","8.73","debit","Fun","LIFEGREEN CHECKING F","",""
"2/17/2020","Premier Parking","PREMIER PARKING - GULCH NASHVILLE TN","4.00","debit","Auto & Transport","DISCOVER IT CHROME CARD","",""
"2/17/2020","E ROSE WELLNESS BO NASHVILLE TN000230584301277","SQ *E ROSE WELLNESS BO NASHVILLE TN000230584301277","17.20","debit","Spa & Massage","DISCOVER IT CHROME CARD","",""
"2/16/2020","Chipotle","CHIPOTLE 1687 NASHVILLE TN","8.36","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/15/2020","Exxon","EXXONMOBIL NASHVILLE TN","11.12","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/15/2020","Barista Parlor","SQ *BARISTA PARLOR GOL NASHVILLE TN000115292150905","4.82","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/15/2020","Kroger","KROGER #571 HENDERSONVILLTN","6.33","debit","Groceries","DISCOVER IT CHROME CARD","",""
"2/15/2020","Kroger Fuel","KROGER FUEL #9571 HENDERSONVILLTN","15.74","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/14/2020","URBAN GRUB NASHVILLE TN","URBAN GRUB NASHVILLE TN","327.10","debit","Dates","DISCOVER IT CHROME CARD","",""
"2/14/2020","TST* FROTHY MONKEY - DOW NASHVILLE TN","TST* FROTHY MONKEY - DOW NASHVILLE TN","2.73","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"2/14/2020","OSHI NASHVILLE TN0002305843012763293052","SQ *OSHI NASHVILLE TN0002305843012763293052","5.48","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/14/2020","WARBY PARKER 1253","WARBY PARKER     1253","145.00","debit","Eyecare","LIFEGREEN CHECKING F","",""
"2/14/2020","Google","GOOGLE*SERVICES  1253","55.00","debit","Internet","LIFEGREEN CHECKING F","",""
"2/14/2020","Venmo Cashout","VENMO            CASHOUT","17.00","credit","Income","LIFEGREEN CHECKING F","",""
"2/13/2020","Whole Foods","WHOLEFDS GHL 10241 NASHVILLE TN","21.84","debit","Groceries","DISCOVER IT CHROME CARD","",""
"2/13/2020","Kroger Fuel","KROGER FUEL #9895 NASHVILLE TN","15.76","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/13/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","682.55","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"2/13/2020","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","16.33","credit","Bonus","DISCOVER IT CHROME CARD","",""
"2/13/2020","ABC*QNTM FIT LI 1253","ABC*QNTM FIT LI  1253","30.00","debit","Gym","LIFEGREEN CHECKING F","",""
"2/13/2020","Amazon","Amazon Prime*47  1253","130.31","debit","Shopping","LIFEGREEN CHECKING F","",""
"2/12/2020","Exxon","EXXONMOBIL NASHVILLE TN","11.12","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/12/2020","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","5.08","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/11/2020","NES POWER UTILITY","NES POWER        UTILITY","90.75","debit","Utilities","LIFEGREEN CHECKING F","",""
"2/11/2020","Square Cash App","Square Inc       * Cash App","200.00","credit","Income","LIFEGREEN CHECKING F","",""
"2/10/2020","ML ROSE CRAFT BEER AND B NASHVILLE TN","ML ROSE CRAFT BEER AND B NASHVILLE TN","8.65","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"2/10/2020","FLIP 1253","FLIP             1253","287.26","debit","Clothing","LIFEGREEN CHECKING F","",""
"2/10/2020","J.Crew","J. CREW RETAIL   1253","5.61","debit","Shopping","LIFEGREEN CHECKING F","",""
"2/10/2020","Dollar Shave Club","DollarShaveClub  1253","4.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"2/09/2020","8TH AND ROAST NASHVILLE TN00023058430127488553","SQ *8TH AND ROAST NASHVILLE TN00023058430127488553","3.00","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"2/09/2020","Kroger","KROGER #567 NASHVILLE TNCASHOVER $ 20.00 PURCHASES","82.81","debit","Groceries","DISCOVER IT CHROME CARD","",""
